EntityID,fov,volume,center_x,center_y,min_x,min_y,max_x,max_y,anisotropy,transcript_count,perimeter_area_ratio,solidity,PolyT_raw,PolyT_high_pass,DAPI_raw,DAPI_high_pass
2362950200000100027,263,1051.021906449054,5525.057527041515,1213.1954906390663,5519.610808192725,1207.4543905556557,5530.31785066015,1218.5580730293368,1.0593588620473346,11,0.3845090020328219,1.0000000000000002,22748186.0,212303.4103025496,11781106.0,229054.0457560684
2362950200001100056,264,1004.2321185584008,5858.411780277282,984.4882306338476,5853.210222192659,978.8181432094192,5863.028169924196,990.0210366621354,1.162724976161431,20,0.3949060478699339,0.9999999999999998,22212621.0,149627.20300584706,10407648.0,154101.24333145248
2362950200001100088,262,912.7238599449294,5727.579770721364,1187.7286706587968,5722.646781683261,1182.8975214278844,5732.5478100742375,1192.568099128086,1.123897492190495,10,0.4124879852077897,1.0,21169116.0,219174.0580607565,10355386.0,200161.6498372854
2362950200001100114,262,426.2717009198951,5760.5325131134905,1360.8156394402265,5757.002065682833,1356.8794885701686,5763.182638650851,1364.829807048916,1.3021730308212331,44,0.6301384604784054,0.9988793670224856,12470745.0,124718.19288955376,30693628.0,561921.0906327134
2362950200004100005,263,792.2382176294351,5371.854529365501,1388.5657202865748,5367.154654949072,1383.4579091188036,5376.202156721269,1393.4093143431924,1.1288603850309409,17,0.4570919248335313,0.969593394820094,22683368.0,420964.009890882,8884226.0,191711.82921312065
2362950200004100010,263,614.079597586087,5564.945898437965,1427.1138016350485,5560.384257678066,1423.3129559361437,5569.203055897278,1430.758495877119,1.2169553400739563,43,0.5149207336586202,1.0,41866948.0,198340.49738414492,152920015.0,542586.8374462887
2362950200004100016,255,1145.4014274765711,5566.735850350872,1439.298019613543,5561.27655612756,1430.98385609347,5573.383376919526,1446.5876322348504,1.4858998375156889,114,0.4569089582023787,0.8560671026049681,70584904.0,422511.31181910593,238181915.0,911190.4142685912
2362950200004100018,255,706.8990478924632,5552.974935715813,1438.8115213564406,5547.974194012356,1434.3392009522456,5557.323669683161,1443.377440745654,1.1279933542459202,55,0.4819664382752755,0.9796775138679966,43489747.0,258218.19009423503,189824419.0,928988.9503280836
2362950200004100020,255,789.3390243350715,5548.356074071687,1444.5510994674405,5543.021796350726,1439.510155353098,5553.790442970931,1450.2270920429687,1.9546954693080545,38,0.5161969972326507,0.9326330802593576,44676618.0,275362.0214688996,197056992.0,1025780.3830795652
2362950200004100023,255,999.4654755097184,5521.527725845269,1445.5159672514276,5515.576893878682,1441.045970710443,5528.390388027533,1451.6380766036957,1.6367503423833738,46,0.4396208276832712,0.997593857282766,53760646.0,374113.2284011574,195960129.0,1258391.221624349
2362950200004100024,255,1210.9240446067358,5541.623887108798,1448.8700776135152,5535.8279351313695,1442.5495709208112,5547.915566372623,1454.6134722497975,1.2384060669036512,40,0.3721263862213884,0.9762297918231336,66659817.0,368994.4503141344,287967357.0,1336536.1760738257
2362950200004100025,255,130.77499426756015,5554.107093223008,1445.2587697044503,5552.230814185196,1443.104914681,5555.724014694621,1447.4052453638424,1.4446481757106382,17,1.1373077179569888,1.0,7323462.0,47946.18464874364,28838982.0,197825.46842267108
2362950200004100026,255,1595.3696728694383,5510.965528621528,1450.3009274622725,5503.129570360868,1443.5035481052596,5518.061979089578,1456.5017868254777,1.2102525550914405,106,0.3279611097218766,0.9670957726306706,71643959.0,464922.13118473307,247195976.0,1556111.9023258674
2362950200004100029,255,1241.5272220460183,5525.383355683247,1453.182420647983,5518.550066417366,1446.9529025666416,5531.345158498369,1458.7597016609634,1.2544636481944236,49,0.3752058621087577,0.9627270218646472,72690403.0,404821.7378829939,276885105.0,1509756.863181016
2362950200004100032,255,710.2901057938869,5555.399252305617,1453.8088798219746,5551.006900763828,1449.139945512095,5560.0838069617375,1458.0177194063926,1.2570072845295088,45,0.4753165478915884,0.9974762268376466,37678653.0,223692.98836104592,153270992.0,908047.9733056544
2362950200004100033,255,979.8707107244628,5539.61760974719,1457.5693731952726,5533.7385464942845,1452.5947318533013,5546.180643542123,1462.3710968643502,1.5112637185742968,48,0.4251819286393697,0.9779788892118416,55662394.0,316133.88969217543,232275322.0,1071199.992221848
2362950200004100040,255,961.018060516548,5543.158303978276,1464.5704896509994,5535.32929719692,1460.298396320307,5550.441372467903,1469.3669295503057,1.804602734034032,36,0.4685333696598802,0.921571534358362,50826801.0,282800.2813625071,219410076.0,989720.4115822816
2362950200004100042,255,891.4519512202831,5555.98263773608,1468.988571686391,5550.757546898623,1464.597823899114,5561.011792890725,1474.5996077121354,1.051302381974911,40,0.4535488028591129,0.9467783214604358,49217766.0,273396.1372917052,241061551.0,1295120.453307683
2362950200004100044,255,862.4692056804762,5547.508637371523,1471.3257614621182,5542.049956170902,1466.0884895327215,5552.4645621910895,1475.6479891590234,1.1748535289241615,46,0.4402323824936482,0.9936895799982016,46463216.0,269499.361912486,210045685.0,952960.2960089354
2362950200004100047,255,701.0890920368485,5526.750645801286,1472.0976352907528,5521.404746530759,1468.3256079312644,5531.887122679292,1476.4630850954472,1.5690110035259637,21,0.5000204761721624,0.9960915803683372,37727231.0,238292.05320785043,171103257.0,677543.6812790029
2362950200004100049,255,644.3739447579945,5558.746112619347,1476.8578202685562,5554.50984853726,1472.462476912212,5562.745785819253,1481.5477053013828,1.1957102344708117,74,0.5141365475456626,0.9775128912729288,34220521.0,200629.2636004809,147819721.0,761660.6866415536
2362950200004100050,255,990.459270914984,5524.089589875248,1478.535251687965,5517.5743873471965,1473.5278939777118,5530.716948668045,1483.3596584777863,1.5891447587692789,16,0.4313534664828617,0.9412819097136856,54255036.0,318376.9872122112,251377474.0,1248315.543258518
2362950200004100051,255,366.4952241602209,5539.221584554826,1476.310256046071,5535.406543209091,1473.7278336997138,5542.762759145056,1479.311443791674,1.487714585986308,4,0.683981874068775,1.0,18261937.0,102482.9288084838,72070843.0,320934.13159045303
